Abundance,Reference,Sampling_effort,species,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
0,Cameron et al. 2011,90,Bombus bifarius,89,114,28,10173,288,-116,404,214,-50,214,-50,918,105,32,32,312,127,312,127
32,Cameron et al. 2011,90,Bombus impatiens,89,114,28,10173,288,-116,404,214,-50,214,-50,918,105,32,32,312,127,312,127
0,Cameron et al. 2011,90,Bombus bifarius,198,91,34,6232,320,56,264,271,163,274,115,1530,180,86,21,496,307,469,374
20,Cameron et al. 2011,90,Bombus impatiens,198,91,34,6232,320,56,264,271,163,274,115,1530,180,86,21,496,307,469,374
0,Cameron et al. 2011,90,Bombus bifarius,142,137,37,8226,319,-46,365,143,202,244,31,1366,141,83,15,394,271,309,359
58,Cameron et al. 2011,90,Bombus impatiens,142,137,37,8226,319,-46,365,143,202,244,31,1366,141,83,15,394,271,309,359
0,Cameron et al. 2011,90,Bombus bifarius,141,122,33,8486,317,-43,360,142,202,246,26,1260,128,78,14,365,255,289,326
14,Cameron et al. 2011,90,Bombus impatiens,141,122,33,8486,317,-43,360,142,202,246,26,1260,128,78,14,365,255,289,326
0,Cameron et al. 2011,90,Bombus bifarius,105,120,31,9383,296,-86,382,201,-22,220,-22,1045,113,54,22,330,192,321,192
61,Cameron et al. 2011,90,Bombus impatiens,105,120,31,9383,296,-86,382,201,-22,220,-22,1045,113,54,22,330,192,321,192
0,Cameron et al. 2011,90,Bombus bifarius,106,121,31,9380,297,-85,382,202,-21,221,-21,1051,114,55,21,332,194,322,194
71,Cameron et al. 2011,90,Bombus impatiens,106,121,31,9380,297,-85,382,202,-21,221,-21,1051,114,55,21,332,194,322,194
0,Cameron et al. 2011,90,Bombus bifarius,181,127,40,6952,332,22,310,140,184,268,90,1319,159,63,22,411,242,320,373
0,Cameron et al. 2011,90,Bombus impatiens,181,127,40,6952,332,22,310,140,184,268,90,1319,159,63,22,411,242,320,373
0,Cameron et al. 2011,90,Bombus bifarius,98,118,30,9676,293,-98,391,197,-34,217,-34,955,107,43,25,303,158,301,158
11,Cameron et al. 2011,90,Bombus impatiens,98,118,30,9676,293,-98,391,197,-34,217,-34,955,107,43,25,303,158,301,158
0,Cameron et al. 2011,90,Bombus bifarius,142,135,37,8105,318,-39,357,140,201,243,34,1311,139,77,15,378,264,301,347
11,Cameron et al. 2011,90,Bombus impatiens,142,135,37,8105,318,-39,357,140,201,243,34,1311,139,77,15,378,264,301,347
0,Cameron et al. 2011,90,Bombus bifarius,122,121,32,8874,303,-65,368,120,2,232,2,1170,122,74,17,348,239,323,239
56,Cameron et al. 2011,90,Bombus impatiens,122,121,32,8874,303,-65,368,120,2,232,2,1170,122,74,17,348,239,323,239
0,Cameron et al. 2011,90,Bombus bifarius,179,134,42,6721,330,16,314,104,185,262,90,1441,169,65,20,445,276,365,409
14,Cameron et al. 2011,90,Bombus impatiens,179,134,42,6721,330,16,314,104,185,262,90,1441,169,65,20,445,276,365,409
0,Cameron et al. 2011,90,Bombus bifarius,117,121,32,8904,301,-68,369,114,-3,227,-3,1102,119,70,17,330,231,302,231
93,Cameron et al. 2011,90,Bombus impatiens,117,121,32,8904,301,-68,369,114,-3,227,-3,1102,119,70,17,330,231,302,231
0,Cameron et al. 2011,90,Bombus bifarius,116,121,32,8920,300,-69,369,113,-4,227,-4,1107,120,70,17,333,231,303,231
47,Cameron et al. 2011,90,Bombus impatiens,116,121,32,8920,300,-69,369,113,-4,227,-4,1107,120,70,17,333,231,303,231
0,Cameron et al. 2011,90,Bombus bifarius,145,133,39,7669,312,-28,340,59,201,241,43,1432,162,89,16,428,295,318,399
8,Cameron et al. 2011,90,Bombus impatiens,145,133,39,7669,312,-28,340,59,201,241,43,1432,162,89,16,428,295,318,399
0,Cameron et al. 2011,90,Bombus bifarius,125,125,34,8484,305,-54,359,122,135,231,11,1161,121,70,16,341,246,313,261
8,Cameron et al. 2011,90,Bombus impatiens,125,125,34,8484,305,-54,359,122,135,231,11,1161,121,70,16,341,246,313,261
0,Cameron et al. 2011,90,Bombus bifarius,150,133,39,7554,315,-23,338,65,205,244,49,1407,154,88,15,417,288,324,388
5,Cameron et al. 2011,90,Bombus impatiens,150,133,39,7554,315,-23,338,65,205,244,49,1407,154,88,15,417,288,324,388
0,Cameron et al. 2011,90,Bombus bifarius,131,138,40,7418,298,-40,338,47,186,224,32,1513,162,91,14,440,316,369,413
14,Cameron et al. 2011,90,Bombus impatiens,131,138,40,7418,298,-40,338,47,186,224,32,1513,162,91,14,440,316,369,413
0,Cameron et al. 2011,90,Bombus bifarius,98,115,29,9645,292,-94,386,198,-32,217,-32,883,93,46,21,277,163,264,163
12,Cameron et al. 2011,90,Bombus impatiens,98,115,29,9645,292,-94,386,198,-32,217,-32,883,93,46,21,277,163,264,163
0,Cameron et al. 2011,90,Bombus bifarius,148,127,39,7293,307,-18,325,66,154,240,51,1457,164,95,16,443,302,334,408
29,Cameron et al. 2011,90,Bombus impatiens,148,127,39,7293,307,-18,325,66,154,240,51,1457,164,95,16,443,302,334,408
0,Cameron et al. 2011,90,Bombus bifarius,133,132,39,7445,296,-38,334,49,140,226,34,1427,150,83,14,405,290,365,382
11,Cameron et al. 2011,90,Bombus impatiens,133,132,39,7445,296,-38,334,49,140,226,34,1427,150,83,14,405,290,365,382
0,Cameron et al. 2011,90,Bombus bifarius,161,129,39,7195,322,-4,326,81,166,252,66,1278,141,88,15,386,269,306,349
6,Cameron et al. 2011,90,Bombus impatiens,161,129,39,7195,322,-4,326,81,166,252,66,1278,141,88,15,386,269,306,349
0,Cameron et al. 2011,90,Bombus bifarius,99,105,28,9573,290,-85,375,218,-16,218,-29,858,94,43,22,269,155,269,157
0,Cameron et al. 2011,90,Bombus impatiens,99,105,28,9573,290,-85,375,218,-16,218,-29,858,94,43,22,269,155,269,157
0,Cameron et al. 2011,90,Bombus bifarius,118,130,38,7821,288,-53,341,197,126,216,14,1278,128,77,13,354,263,340,328
43,Cameron et al. 2011,90,Bombus impatiens,118,130,38,7821,288,-53,341,197,126,216,14,1278,128,77,13,354,263,340,328
0,Cameron et al. 2011,90,Bombus bifarius,130,134,39,7548,298,-41,339,206,136,225,30,1137,122,67,15,328,233,321,267
5,Cameron et al. 2011,90,Bombus impatiens,130,134,39,7548,298,-41,339,206,136,225,30,1137,122,67,15,328,233,321,267
0,Cameron et al. 2011,90,Bombus bifarius,126,130,38,7784,296,-44,340,205,133,224,22,1151,118,69,13,324,239,311,287
9,Cameron et al. 2011,90,Bombus impatiens,126,130,38,7784,296,-44,340,205,133,224,22,1151,118,69,13,324,239,311,287
0,Cameron et al. 2011,90,Bombus bifarius,164,138,41,7240,328,-4,332,84,169,255,68,1190,125,77,15,353,240,310,325
51,Cameron et al. 2011,90,Bombus impatiens,164,138,41,7240,328,-4,332,84,169,255,68,1190,125,77,15,353,240,310,325
0,Cameron et al. 2011,90,Bombus bifarius,84,110,36,6905,229,-73,302,154,-8,170,-8,1681,160,119,9,454,373,451,373
35,Cameron et al. 2011,90,Bombus impatiens,84,110,36,6905,229,-73,302,154,-8,170,-8,1681,160,119,9,454,373,451,373
0,Cameron et al. 2011,90,Bombus bifarius,92,111,30,8978,277,-86,363,183,-29,203,-29,957,104,52,20,300,178,291,178
41,Cameron et al. 2011,90,Bombus impatiens,92,111,30,8978,277,-86,363,183,-29,203,-29,957,104,52,20,300,178,291,178
0,Cameron et al. 2011,90,Bombus bifarius,117,131,39,7181,278,-51,329,114,37,207,21,1378,134,99,9,372,306,367,308
5,Cameron et al. 2011,90,Bombus impatiens,117,131,39,7181,278,-51,329,114,37,207,21,1378,134,99,9,372,306,367,308
0,Cameron et al. 2011,90,Bombus bifarius,114,129,39,7183,275,-52,327,111,34,205,19,1396,135,100,9,377,309,372,310
26,Cameron et al. 2011,90,Bombus impatiens,114,129,39,7183,275,-52,327,111,34,205,19,1396,135,100,9,377,309,372,310
0,Cameron et al. 2011,90,Bombus bifarius,158,140,41,7333,328,-9,337,78,110,252,63,1224,131,83,13,356,266,321,323
20,Cameron et al. 2011,90,Bombus impatiens,158,140,41,7333,328,-9,337,78,110,252,63,1224,131,83,13,356,266,321,323
0,Cameron et al. 2011,90,Bombus bifarius,99,122,33,8713,280,-84,364,187,-19,207,-19,1025,113,62,18,320,201,309,201
14,Cameron et al. 2011,90,Bombus impatiens,99,122,33,8713,280,-84,364,187,-19,207,-19,1025,113,62,18,320,201,309,201
0,Cameron et al. 2011,90,Bombus bifarius,108,128,38,7504,274,-60,334,185,8,202,8,1164,114,76,12,325,240,308,240
53,Cameron et al. 2011,90,Bombus impatiens,108,128,38,7504,274,-60,334,185,8,202,8,1164,114,76,12,325,240,308,240
0,Cameron et al. 2011,90,Bombus bifarius,168,128,40,7126,322,3,319,257,122,257,73,1135,133,66,21,369,218,369,267
1,Cameron et al. 2011,90,Bombus impatiens,168,128,40,7126,322,3,319,257,122,257,73,1135,133,66,21,369,218,369,267
0,Cameron et al. 2011,90,Bombus bifarius,133,132,38,7730,303,-39,342,212,46,230,30,1219,120,87,10,338,266,329,270
9,Cameron et al. 2011,90,Bombus impatiens,133,132,38,7730,303,-39,342,212,46,230,30,1219,120,87,10,338,266,329,270
0,Cameron et al. 2011,90,Bombus bifarius,162,131,39,7357,324,-7,331,254,115,254,64,1178,134,73,18,365,240,365,284
45,Cameron et al. 2011,90,Bombus impatiens,162,131,39,7357,324,-7,331,254,115,254,64,1178,134,73,18,365,240,365,284
0,Cameron et al. 2011,90,Bombus bifarius,160,132,39,7495,325,-11,336,254,114,254,60,1173,130,72,16,354,248,354,287
37,Cameron et al. 2011,90,Bombus impatiens,160,132,39,7495,325,-11,336,254,114,254,60,1173,130,72,16,354,248,354,287
0,Cameron et al. 2011,90,Bombus bifarius,130,131,37,7843,303,-42,345,210,25,228,25,1037,104,70,11,289,221,285,221
65,Cameron et al. 2011,90,Bombus impatiens,130,131,37,7843,303,-42,345,210,25,228,25,1037,104,70,11,289,221,285,221
0,Cameron et al. 2011,90,Bombus bifarius,147,129,38,7664,314,-25,339,244,100,244,45,1142,115,77,12,326,250,326,272
8,Cameron et al. 2011,90,Bombus impatiens,147,129,38,7664,314,-25,339,244,100,244,45,1142,115,77,12,326,250,326,272
0,Cameron et al. 2011,90,Bombus bifarius,86,97,27,9311,275,-84,359,196,-28,205,-35,864,92,54,13,241,180,232,191
22,Cameron et al. 2011,90,Bombus impatiens,86,97,27,9311,275,-84,359,196,-28,205,-35,864,92,54,13,241,180,232,191
0,Cameron et al. 2011,90,Bombus bifarius,131,132,37,8010,306,-47,353,225,25,233,25,1107,108,83,9,302,250,297,250
73,Cameron et al. 2011,90,Bombus impatiens,131,132,37,8010,306,-47,353,225,25,233,25,1107,108,83,9,302,250,297,250
0,Cameron et al. 2011,90,Bombus bifarius,78,121,32,8809,269,-101,370,167,-40,187,-40,1043,120,62,18,324,203,319,203
38,Cameron et al. 2011,90,Bombus impatiens,78,121,32,8809,269,-101,370,167,-40,187,-40,1043,120,62,18,324,203,319,203
0,Cameron et al. 2011,90,Bombus bifarius,95,111,30,8888,282,-79,361,187,-23,207,-23,987,105,64,15,296,198,286,198
61,Cameron et al. 2011,90,Bombus impatiens,95,111,30,8888,282,-79,361,187,-23,207,-23,987,105,64,15,296,198,286,198
0,Cameron et al. 2011,90,Bombus bifarius,85,110,29,9147,275,-92,367,200,-27,200,-36,845,92,43,22,256,142,256,147
24,Cameron et al. 2011,90,Bombus impatiens,85,110,29,9147,275,-92,367,200,-27,200,-36,845,92,43,22,256,142,256,147
0,Cameron et al. 2011,90,Bombus bifarius,83,117,31,8914,273,-96,369,174,-36,195,-36,880,102,49,22,289,154,276,154
19,Cameron et al. 2011,90,Bombus impatiens,83,117,31,8914,273,-96,369,174,-36,195,-36,880,102,49,22,289,154,276,154
0,Cameron et al. 2011,90,Bombus bifarius,53,122,30,9572,249,-148,397,162,-64,171,-76,1075,113,66,14,306,218,302,222
1,Cameron et al. 2011,90,Bombus impatiens,53,122,30,9572,249,-148,397,162,-64,171,-76,1075,113,66,14,306,218,302,222
0,Cameron et al. 2011,90,Bombus bifarius,98,120,31,9038,289,-88,377,189,-23,211,-23,1086,102,71,10,298,233,294,233
51,Cameron et al. 2011,90,Bombus impatiens,98,120,31,9038,289,-88,377,189,-23,211,-23,1086,102,71,10,298,233,294,233
0,Cameron et al. 2011,90,Bombus bifarius,79,126,32,9152,276,-113,389,194,-31,194,-44,1146,106,76,9,309,248,309,254
7,Cameron et al. 2011,90,Bombus impatiens,79,126,32,9152,276,-113,389,194,-31,194,-44,1146,106,76,9,309,248,309,254
0,Cameron et al. 2011,90,Bombus bifarius,109,97,29,8357,277,-52,329,91,1,215,1,1149,106,83,8,308,276,283,276
48,Cameron et al. 2011,90,Bombus impatiens,109,97,29,8357,277,-52,329,91,1,215,1,1149,106,83,8,308,276,283,276
0,Cameron et al. 2011,90,Bombus bifarius,92,118,31,9047,283,-93,376,138,-16,206,-28,1221,111,86,7,322,280,301,284
100,Cameron et al. 2011,90,Bombus impatiens,92,118,31,9047,283,-93,376,138,-16,206,-28,1221,111,86,7,322,280,301,284
0,Cameron et al. 2011,90,Bombus bifarius,58,117,30,9408,252,-137,389,108,-56,175,-68,1307,122,92,8,344,292,339,305
2,Cameron et al. 2011,90,Bombus impatiens,58,117,30,9408,252,-137,389,108,-56,175,-68,1307,122,92,8,344,292,339,305
0,Cameron et al. 2011,90,Bombus bifarius,108,96,29,8346,276,-53,329,25,188,214,0,1145,107,85,9,306,265,274,287
56,Cameron et al. 2011,90,Bombus impatiens,108,96,29,8346,276,-53,329,25,188,214,0,1145,107,85,9,306,265,274,287
0,Cameron et al. 2011,90,Bombus bifarius,87,126,31,9324,286,-108,394,137,-25,204,-38,1146,104,81,7,304,258,295,265
49,Cameron et al. 2011,90,Bombus impatiens,87,126,31,9324,286,-108,394,137,-25,204,-38,1146,104,81,7,304,258,295,265
0,Cameron et al. 2011,90,Bombus bifarius,60,127,31,9655,263,-145,408,180,-57,180,-70,1142,111,75,10,309,244,309,253
5,Cameron et al. 2011,90,Bombus impatiens,60,127,31,9655,263,-145,408,180,-57,180,-70,1142,111,75,10,309,244,309,253
0,Cameron et al. 2011,90,Bombus bifarius,92,119,31,8955,282,-92,374,137,-16,205,-27,1169,108,81,7,305,267,293,271
46,Cameron et al. 2011,90,Bombus impatiens,92,119,31,8955,282,-92,374,137,-16,205,-27,1169,108,81,7,305,267,293,271
0,Cameron et al. 2011,90,Bombus bifarius,74,120,31,9207,266,-118,384,29,-37,189,-50,1153,114,87,7,314,272,285,280
13,Cameron et al. 2011,90,Bombus impatiens,74,120,31,9207,266,-118,384,29,-37,189,-50,1153,114,87,7,314,272,285,280
0,Cameron et al. 2011,90,Bombus bifarius,94,117,31,8868,283,-88,371,2,183,206,-24,1150,118,84,9,322,259,263,297
29,Cameron et al. 2011,90,Bombus impatiens,94,117,31,8868,283,-88,371,2,183,206,-24,1150,118,84,9,322,259,263,297
0,Cameron et al. 2011,100,Bombus bifarius,85,98,26,9654,268,-108,376,199,-46,204,-46,865,98,31,30,289,127,288,127
6,Cameron et al. 2011,100,Bombus impatiens,85,98,26,9654,268,-108,376,199,-46,204,-46,865,98,31,30,289,127,288,127
0,Cameron et al. 2011,110,Bombus bifarius,97,118,27,10633,302,-121,423,227,-49,227,-49,889,111,24,43,322,84,322,84
2,Cameron et al. 2011,110,Bombus impatiens,97,118,27,10633,302,-121,423,227,-49,227,-49,889,111,24,43,322,84,322,84
0,Cameron et al. 2011,120,Bombus bifarius,82,139,30,11164,319,-144,463,194,-45,223,-65,451,82,9,63,216,33,191,33
0,Cameron et al. 2011,120,Bombus impatiens,82,139,30,11164,319,-144,463,194,-45,223,-65,451,82,9,63,216,33,191,33
0,Cameron et al. 2011,120,Bombus bifarius,41,133,27,12410,281,-210,491,192,-129,192,-129,467,87,11,63,218,38,218,38
0,Cameron et al. 2011,120,Bombus impatiens,41,133,27,12410,281,-210,491,192,-129,192,-129,467,87,11,63,218,38,218,38
1,Cameron et al. 2011,120,Bombus bifarius,69,125,26,11684,298,-165,463,190,-89,213,-89,584,97,14,55,254,45,241,45
1,Cameron et al. 2011,120,Bombus impatiens,69,125,26,11684,298,-165,463,190,-89,213,-89,584,97,14,55,254,45,241,45
0,Cameron et al. 2011,120,Bombus bifarius,79,132,28,11426,303,-158,461,197,-77,219,-77,616,99,11,54,261,47,251,47
0,Cameron et al. 2011,120,Bombus impatiens,79,132,28,11426,303,-158,461,197,-77,219,-77,616,99,11,54,261,47,251,47
0,Cameron et al. 2011,120,Bombus bifarius,66,119,26,11639,288,-166,454,187,-93,209,-93,665,96,15,50,270,52,263,52
1,Cameron et al. 2011,120,Bombus impatiens,66,119,26,11639,288,-166,454,187,-93,209,-93,665,96,15,50,270,52,263,52
0,Cameron et al. 2011,120,Bombus bifarius,68,120,26,11621,288,-169,457,209,-92,209,-92,777,107,20,49,310,69,310,69
12,Cameron et al. 2011,120,Bombus impatiens,68,120,26,11621,288,-169,457,209,-92,209,-92,777,107,20,49,310,69,310,69
0,Cameron et al. 2011,120,Bombus bifarius,112,121,29,9836,309,-95,404,212,-23,232,-23,976,115,33,36,330,117,318,117
14,Cameron et al. 2011,120,Bombus impatiens,112,121,29,9836,309,-95,404,212,-23,232,-23,976,115,33,36,330,117,318,117
0,Cameron et al. 2011,120,Bombus bifarius,125,133,33,9231,319,-78,397,178,-1,239,-1,990,110,51,19,295,179,268,179
1,Cameron et al. 2011,120,Bombus impatiens,125,133,33,9231,319,-78,397,178,-1,239,-1,990,110,51,19,295,179,268,179
0,Cameron et al. 2011,120,Bombus bifarius,89,114,28,10173,288,-116,404,214,-50,214,-50,918,105,32,32,312,127,312,127
26,Cameron et al. 2011,120,Bombus impatiens,89,114,28,10173,288,-116,404,214,-50,214,-50,918,105,32,32,312,127,312,127
0,Cameron et al. 2011,120,Bombus bifarius,89,114,28,10173,288,-116,404,214,-50,214,-50,918,105,32,32,312,127,312,127
106,Cameron et al. 2011,120,Bombus impatiens,89,114,28,10173,288,-116,404,214,-50,214,-50,918,105,32,32,312,127,312,127
0,Cameron et al. 2011,120,Bombus bifarius,105,120,31,9383,296,-86,382,201,-22,220,-22,1045,113,54,22,330,192,321,192
15,Cameron et al. 2011,120,Bombus impatiens,105,120,31,9383,296,-86,382,201,-22,220,-22,1045,113,54,22,330,192,321,192
0,Cameron et al. 2011,120,Bombus bifarius,122,122,33,8851,303,-64,367,120,3,232,3,1170,122,76,17,348,243,322,243
28,Cameron et al. 2011,120,Bombus impatiens,122,122,33,8851,303,-64,367,120,3,232,3,1170,122,76,17,348,243,322,243
0,Cameron et al. 2011,120,Bombus bifarius,122,124,33,8844,303,-64,367,119,2,231,2,1171,122,76,17,348,244,322,244
20,Cameron et al. 2011,120,Bombus impatiens,122,124,33,8844,303,-64,367,119,2,231,2,1171,122,76,17,348,244,322,244
0,Cameron et al. 2011,120,Bombus bifarius,98,119,30,9637,294,-97,391,196,-33,216,-33,958,107,45,24,303,162,303,162
40,Cameron et al. 2011,120,Bombus impatiens,98,119,30,9637,294,-97,391,196,-33,216,-33,958,107,45,24,303,162,303,162
0,Cameron et al. 2011,120,Bombus bifarius,117,121,32,8904,301,-68,369,114,-3,227,-3,1102,119,70,17,330,231,302,231
38,Cameron et al. 2011,120,Bombus impatiens,117,121,32,8904,301,-68,369,114,-3,227,-3,1102,119,70,17,330,231,302,231
0,Cameron et al. 2011,135,Bombus bifarius,125,133,33,9231,319,-78,397,178,-1,239,-1,990,110,51,19,295,179,268,179
0,Cameron et al. 2011,135,Bombus impatiens,125,133,33,9231,319,-78,397,178,-1,239,-1,990,110,51,19,295,179,268,179
0,Cameron et al. 2011,160,Bombus bifarius,104,126,29,10555,314,-114,428,213,-38,236,-38,734,106,14,52,293,54,279,54
6,Cameron et al. 2011,160,Bombus impatiens,104,126,29,10555,314,-114,428,213,-38,236,-38,734,106,14,52,293,54,279,54
0,Cameron et al. 2011,170,Bombus bifarius,102,123,28,10619,308,-119,427,212,-42,233,-42,800,110,19,51,321,66,310,66
4,Cameron et al. 2011,170,Bombus impatiens,102,123,28,10619,308,-119,427,212,-42,233,-42,800,110,19,51,321,66,310,66
0,Cameron et al. 2011,30,Bombus bifarius,97,108,38,6025,259,-19,278,28,174,174,22,1678,288,16,69,827,93,106,782
0,Cameron et al. 2011,30,Bombus impatiens,97,108,38,6025,259,-19,278,28,174,174,22,1678,288,16,69,827,93,106,782
65,Cameron et al. 2011,30,Bombus bifarius,17,154,37,8719,244,-166,410,-80,125,130,-93,583,66,34,20,181,113,125,176
0,Cameron et al. 2011,30,Bombus impatiens,17,154,37,8719,244,-166,410,-80,125,130,-93,583,66,34,20,181,113,125,176
11,Cameron et al. 2011,30,Bombus bifarius,51,137,44,5857,234,-71,305,-10,128,130,-16,914,156,12,63,434,64,64,395
0,Cameron et al. 2011,30,Bombus impatiens,51,137,44,5857,234,-71,305,-10,128,130,-16,914,156,12,63,434,64,64,395
35,Cameron et al. 2011,30,Bombus bifarius,51,137,44,5857,234,-71,305,-10,128,130,-16,914,156,12,63,434,64,64,395
0,Cameron et al. 2011,30,Bombus impatiens,51,137,44,5857,234,-71,305,-10,128,130,-16,914,156,12,63,434,64,64,395
19,Cameron et al. 2011,60,Bombus bifarius,51,137,44,5857,234,-71,305,-10,128,130,-16,914,156,12,63,434,64,64,395
0,Cameron et al. 2011,60,Bombus impatiens,51,137,44,5857,234,-71,305,-10,128,130,-16,914,156,12,63,434,64,64,395
34,Cameron et al. 2011,30,Bombus bifarius,1,168,40,8543,211,-208,419,104,38,109,-109,545,55,31,16,151,109,137,150
0,Cameron et al. 2011,30,Bombus impatiens,1,168,40,8543,211,-208,419,104,38,109,-109,545,55,31,16,151,109,137,150
32,Cameron et al. 2011,30,Bombus bifarius,1,168,40,8543,211,-208,419,104,38,109,-109,545,55,31,16,151,109,137,150
0,Cameron et al. 2011,30,Bombus impatiens,1,168,40,8543,211,-208,419,104,38,109,-109,545,55,31,16,151,109,137,150
0,Cameron et al. 2011,35,Bombus bifarius,72,172,46,6620,278,-89,367,-1,158,158,-10,789,137,9,71,375,41,41,372
0,Cameron et al. 2011,35,Bombus impatiens,72,172,46,6620,278,-89,367,-1,158,158,-10,789,137,9,71,375,41,41,372
1,Cameron et al. 2011,85,Bombus bifarius,76,155,46,6161,271,-62,333,8,156,157,3,864,140,9,65,399,48,49,388
0,Cameron et al. 2011,85,Bombus impatiens,76,155,46,6161,271,-62,333,8,156,157,3,864,140,9,65,399,48,49,388
0,Cameron et al. 2011,20,Bombus bifarius,76,155,46,6161,271,-62,333,8,156,157,3,864,140,9,65,399,48,49,388
0,Cameron et al. 2011,20,Bombus impatiens,76,155,46,6161,271,-62,333,8,156,157,3,864,140,9,65,399,48,49,388
0,Cameron et al. 2011,30,Bombus bifarius,109,92,53,2972,202,31,171,79,145,149,74,1611,271,12,69,783,75,82,733
0,Cameron et al. 2011,30,Bombus impatiens,109,92,53,2972,202,31,171,79,145,149,74,1611,271,12,69,783,75,82,733
5,Cameron et al. 2011,30,Bombus bifarius,57,136,43,6130,247,-69,316,-11,137,139,-16,1035,176,20,62,496,87,89,463
0,Cameron et al. 2011,30,Bombus impatiens,57,136,43,6130,247,-69,316,-11,137,139,-16,1035,176,20,62,496,87,89,463
0,Cameron et al. 2011,15,Bombus bifarius,-1,137,38,7648,203,-156,359,26,-91,104,-91,566,68,34,27,202,105,147,105
0,Cameron et al. 2011,15,Bombus impatiens,-1,137,38,7648,203,-156,359,26,-91,104,-91,566,68,34,27,202,105,147,105
0,Cameron et al. 2011,30,Bombus bifarius,47,129,41,6073,233,-75,308,-19,128,128,-24,1202,204,22,62,574,98,101,534
0,Cameron et al. 2011,30,Bombus impatiens,47,129,41,6073,233,-75,308,-19,128,128,-24,1202,204,22,62,574,98,101,534
7,Cameron et al. 2011,30,Bombus bifarius,97,139,38,7610,309,-50,359,130,193,198,3,509,61,23,26,166,83,103,123
0,Cameron et al. 2011,30,Bombus impatiens,97,139,38,7610,309,-50,359,130,193,198,3,509,61,23,26,166,83,103,123
0,Cameron et al. 2011,15,Bombus bifarius,-14,130,37,7415,183,-160,343,9,-99,88,-99,631,74,39,25,219,121,166,121
0,Cameron et al. 2011,15,Bombus impatiens,-14,130,37,7415,183,-160,343,9,-99,88,-99,631,74,39,25,219,121,166,121
4,Cameron et al. 2011,56,Bombus bifarius,44,140,39,7087,250,-104,354,-36,134,136,-45,613,86,20,38,239,77,95,223
0,Cameron et al. 2011,56,Bombus impatiens,44,140,39,7087,250,-104,354,-36,134,136,-45,613,86,20,38,239,77,95,223
0,Cameron et al. 2011,20,Bombus bifarius,82,176,47,6594,290,-80,370,8,167,167,-1,742,131,8,72,358,37,37,356
0,Cameron et al. 2011,20,Bombus impatiens,82,176,47,6594,290,-80,370,8,167,167,-1,742,131,8,72,358,37,37,356
8,Cameron et al. 2011,30,Bombus bifarius,11,144,36,8735,233,-166,399,50,118,124,-100,664,74,44,18,196,136,163,174
0,Cameron et al. 2011,30,Bombus impatiens,11,144,36,8735,233,-166,399,50,118,124,-100,664,74,44,18,196,136,163,174
30,Cameron et al. 2011,30,Bombus bifarius,38,140,36,8422,251,-131,382,72,-64,150,-64,340,36,20,15,100,67,90,67
0,Cameron et al. 2011,30,Bombus impatiens,38,140,36,8422,251,-131,382,72,-64,150,-64,340,36,20,15,100,67,90,67
3,Cameron et al. 2011,30,Bombus bifarius,51,150,40,7497,265,-106,371,-36,145,148,-45,451,55,19,28,155,70,88,143
0,Cameron et al. 2011,30,Bombus impatiens,51,150,40,7497,265,-106,371,-36,145,148,-45,451,55,19,28,155,70,88,143
39,Cameron et al. 2011,60,Bombus bifarius,51,150,40,7497,265,-106,371,-36,145,148,-45,451,55,19,28,155,70,88,143
0,Cameron et al. 2011,60,Bombus impatiens,51,150,40,7497,265,-106,371,-36,145,148,-45,451,55,19,28,155,70,88,143
9,Cameron et al. 2011,30,Bombus bifarius,-9,141,39,7708,185,-174,359,-33,4,92,-101,638,64,42,11,171,147,156,164
0,Cameron et al. 2011,30,Bombus impatiens,-9,141,39,7708,185,-174,359,-33,4,92,-101,638,64,42,11,171,147,156,164
25,Cameron et al. 2011,30,Bombus bifarius,45,96,37,5597,199,-58,257,-13,119,121,-19,1990,325,27,61,923,145,152,871
0,Cameron et al. 2011,30,Bombus impatiens,45,96,37,5597,199,-58,257,-13,119,121,-19,1990,325,27,61,923,145,152,871
16,Cameron et al. 2011,90,Bombus bifarius,43,157,40,7698,266,-122,388,-44,138,144,-55,682,92,21,37,252,86,103,246
0,Cameron et al. 2011,90,Bombus impatiens,43,157,40,7698,266,-122,388,-44,138,144,-55,682,92,21,37,252,86,103,246
5,Cameron et al. 2011,30,Bombus bifarius,-16,149,39,7889,178,-200,378,82,14,86,-113,662,68,37,16,181,137,165,175
0,Cameron et al. 2011,30,Bombus impatiens,-16,149,39,7889,178,-200,378,82,14,86,-113,662,68,37,16,181,137,165,175
0,Cameron et al. 2011,35,Bombus bifarius,57,145,45,6032,245,-75,320,-7,137,137,-12,812,124,10,61,363,55,55,343
0,Cameron et al. 2011,35,Bombus impatiens,57,145,45,6032,245,-75,320,-7,137,137,-12,812,124,10,61,363,55,55,343
13,Cameron et al. 2011,45,Bombus bifarius,17,166,41,8027,229,-171,400,115,-27,121,-84,448,49,28,17,136,95,133,99
0,Cameron et al. 2011,45,Bombus impatiens,17,166,41,8027,229,-171,400,115,-27,121,-84,448,49,28,17,136,95,133,99
0,Cameron et al. 2011,15,Bombus bifarius,76,155,46,6161,271,-62,333,8,156,157,3,864,140,9,65,399,48,49,388
